"","voteno8","voteno7","voteno6","voteno1","voteno420","voteno416","voteno413","voteno401","voteno400","voteno399","voteno398","voteno397","voteno395","voteno394","voteno393","voteno392","voteno391","voteno390","voteno389","voteno388","voteno387","voteno386","voteno384","voteno383","voteno382","voteno380","voteno379","voteno370","voteno369","voteno367","voteno366","voteno364","voteno363","voteno362","voteno361","voteno360","voteno359","voteno358","voteno357","voteno356","voteno355","voteno353","voteno352","voteno351","voteno350","voteno349","voteno348","voteno347","voteno346","voteno345","voteno344","voteno343","voteno342","voteno341","voteno340","voteno339","voteno337","voteno336","voteno335","voteno334","voteno329","voteno323","voteno316","voteno315","voteno314","voteno305","voteno303","voteno301","voteno300","voteno299","voteno288","voteno287","voteno286","voteno284","voteno283","voteno276","voteno263","voteno262","voteno238","voteno237","voteno236","voteno235","voteno231","voteno224","voteno223","voteno222","voteno221","voteno220","voteno219","voteno218","voteno217","voteno216","voteno205","voteno158","voteno90","voteno89","voteno7"
"mpid41710",3,3,3,3,1,3,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41711",3,3,3,3,1,3,3,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,2,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,2,3,1,1
"mpid41712",1,1,1,2,3,3,3,2,2,3,3,3,1,3,1,3,2,2,3,2,3,1,2,2,2,1,1,2,2,1,1,3,3,3,3,3,3,1,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,3,3,3,2,2,1,3,3,1,3,3,1,2,1,3,3,3,2,3,3,2,3,3,2,1,3,3
"mpid41713",1,1,1,1,3,1,3,2,2,3,2,3,1,3,1,3,2,3,3,1,2,1,1,1,3,1,1,2,2,1,2,3,3,3,3,2,3,1,3,2,2,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,3,3,3,2,2,1,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3
"mpid41714",1,1,1,2,3,2,3,2,3,3,3,3,1,3,1,3,3,3,3,1,1,1,1,1,2,1,1,2,2,1,2,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,2,1,3,2
"mpid41715",3,3,3,3,1,3,3,3,1,1,1,1,3,3,2,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,2,2,2,2,2,2,2,2,2,1,1,3,1,1
"mpid41716",3,3,3,3,1,2,2,2,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41717",3,3,3,3,1,3,3,3,1,1,1,1,3,3,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41718",3,3,3,3,1,3,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41719",1,1,1,2,3,1,2,2,1,1,3,3,1,3,1,1,1,3,3,1,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,1,3,1,3,1,1,2,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,3,3,3,2,2,1,2,3,2,2,2,2,1,1,3,3,3,2,3,3,2,3,2,2,1,3,3
"mpid41720",2,2,2,2,3,1,3,2,2,3,3,3,1,3,1,3,2,3,3,2,3,1,1,1,2,1,1,2,2,2,2,3,3,3,3,2,3,1,3,2,2,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41721",3,3,3,3,1,2,3,3,1,1,1,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,1,1,1,1,2,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41722",3,3,3,3,1,3,3,3,1,1,1,1,3,3,2,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41723",1,1,1,1,2,1,3,2,3,3,3,3,1,3,1,3,3,3,3,2,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41724",1,1,1,1,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,1,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,3,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,3,3,3,2,2,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,2
"mpid41725",3,3,3,3,1,3,3,3,1,2,3,2,3,3,2,1,1,1,2,3,3,1,3,3,3,3,3,3,3,3,1,3,1,1,1,1,2,2,1,3,3,2,2,2,2,2,2,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41726",1,1,1,1,3,1,3,2,2,3,3,3,1,3,1,3,2,3,3,2,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41727",3,3,3,3,1,3,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41728",1,1,1,1,3,1,3,2,2,3,3,3,1,3,1,3,2,3,3,2,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41729",1,1,1,1,2,2,3,2,3,3,1,1,1,3,1,3,3,1,1,1,1,1,2,2,1,1,2,2,2,1,1,3,3,3,3,3,3,1,3,1,1,2,2,2,2,2,2,3,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41730",2,2,2,3,1,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41731",3,3,3,3,1,3,3,3,1,1,1,1,3,2,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,3,3,2,2,2,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41732",3,3,3,3,1,3,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41733",3,3,3,3,1,3,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41734",3,3,3,3,1,2,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,2,2,3,2,1,1,3,3,3,3,3,3,2,3,3,3,3,3,2,2,2,3,3,3,3,3,1,1,1,3,3,2,1,1,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41735",1,1,1,2,3,2,3,1,3,3,3,2,1,3,1,3,3,2,2,1,2,1,2,2,2,1,1,1,1,1,2,3,3,3,3,3,3,1,3,1,2,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,3,2,2,1,3,3,2,3,3,1,1,1,3,3,3,3,2,3,3,3,2,3,1,3,3
"mpid41736",3,3,3,2,1,3,2,3,1,1,3,3,3,3,1,1,1,1,3,3,3,1,3,3,3,3,3,2,2,2,1,3,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41737",1,1,1,2,3,1,3,2,2,2,3,3,1,3,1,2,2,3,3,2,3,1,1,1,2,1,1,2,2,1,2,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41738",1,1,1,1,3,2,3,2,2,3,3,3,1,3,1,3,2,3,3,2,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,2,2,3
"mpid41739",3,3,3,3,1,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,3,3,2,1,1,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41740",3,3,3,3,1,2,2,3,1,1,2,3,3,3,1,1,1,1,3,2,2,1,3,3,3,3,3,3,3,3,2,3,1,1,1,1,2,1,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41741",3,3,3,3,1,3,3,3,1,1,1,1,3,3,1,1,1,1,1,3,1,1,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41742",3,3,3,1,3,3,3,3,3,3,2,2,1,3,1,3,3,1,2,1,2,1,1,1,1,2,2,3,3,1,1,3,3,3,3,2,3,1,3,2,2,1,1,2,2,2,1,3,3,3,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,3,3,1,3,3,3,2,3,3,2,3,2,2,1,3,3
"mpid41743",3,3,3,3,1,3,2,3,1,1,1,1,3,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,2,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41744",1,1,1,2,1,2,3,2,1,1,1,1,3,3,1,1,1,3,1,1,1,1,1,1,2,1,1,2,2,1,2,3,3,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,3,1,1,1,2,3,2,2,2,2,1,2,1,3,3,2,3,3,2,3,1,3,1,3,2
"mpid41745",1,1,1,1,3,1,3,2,2,3,3,3,1,3,1,2,2,3,3,2,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41746",3,3,3,3,2,3,2,3,1,1,1,1,3,2,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,2,2,2,2,2,2,1,1,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,2,2,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,2,2,1
"mpid41747",1,1,1,1,3,2,3,2,3,3,3,3,1,3,1,3,3,3,3,1,1,1,1,1,2,1,1,2,2,2,2,3,3,3,3,3,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,2,2,3
"mpid41748",3,3,3,3,1,3,1,3,1,1,1,1,3,2,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,2,3,1,1
"mpid41749",3,3,3,3,1,2,2,3,1,1,1,1,3,3,2,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41750",1,1,1,1,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,1,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41751",3,3,3,3,1,2,3,3,1,1,1,1,3,2,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41752",3,3,3,3,1,3,3,2,1,3,1,1,3,3,1,3,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41753",3,3,3,3,1,3,1,3,1,1,1,1,3,2,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41754",1,1,1,2,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,2,2,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41755",1,1,1,2,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,1,3,1,1,1,1,1,1,2,2,2,3,3,3,3,3,2,3,1,3,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,2,1,3,3
"mpid41756",1,1,1,1,3,2,3,2,2,3,3,3,1,3,1,3,2,3,3,2,3,1,2,2,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41757",1,1,1,1,1,2,2,2,1,1,1,1,1,3,3,1,1,2,1,1,1,2,2,2,2,1,1,2,2,1,3,1,2,1,1,1,2,3,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,3,1,1,1,2,3,2,2,2,2,1,2,1,3,3,2,3,3,2,3,2,2,2,2,3
"mpid41758",1,1,1,1,2,1,3,2,2,3,3,3,1,3,1,3,1,3,3,1,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,2,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41759",2,2,2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,3,1,3,1,1,2,2,2,2,2,1,2,2,3,1,1,1,3,3,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,2,1,2,2,2,3,2,3,3,2,3,2,3,1,3,3
"mpid41760",1,1,1,1,3,2,3,2,2,3,2,3,2,2,1,1,1,3,1,3,1,3,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,3,1,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,1,3,1,3,3
"mpid41761",3,3,3,3,1,3,2,3,1,1,1,1,3,2,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41762",3,3,3,3,1,3,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41763",1,1,1,2,2,2,3,2,2,3,3,3,1,3,1,3,2,3,3,2,3,1,2,2,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41764",1,1,1,1,3,1,3,2,2,3,3,3,1,3,1,3,2,3,3,2,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,2,2,2,3,2,3,1,3,2
"mpid41765",3,3,3,3,1,3,3,3,1,1,1,1,3,2,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41766",1,1,1,1,3,1,3,2,2,3,3,3,1,3,1,3,2,3,3,1,2,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,2
"mpid41767",1,1,1,1,3,1,3,2,2,3,3,3,1,3,1,3,2,3,3,2,2,1,1,1,2,1,1,2,2,2,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41768",1,1,1,1,3,1,2,2,3,3,3,3,1,3,1,3,3,3,3,1,1,1,1,1,2,1,1,2,2,1,2,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41769",3,3,3,2,1,3,2,3,1,1,1,1,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,2,2,1
"mpid41770",3,3,3,2,1,2,2,3,1,1,3,1,3,1,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,2,2,2,2,3,3,1,1,1,1,1,1,1,1,2,1,3,1,1
"mpid41771",1,1,1,1,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,1,1,1,1,1,3,1,1,2,2,1,3,3,3,3,3,2,3,1,3,2,2,2,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,3,3,3,1,1,1,2,2,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41772",1,1,1,1,3,1,3,2,3,3,1,1,1,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,1,3,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,1,3,3,1,3,3,1,1,1,3,3,3,3,2,3,3,3,3,3,1,3,2
"mpid41773",3,3,3,2,1,3,3,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,3,3,2,2,2,2,2,2,3,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41774",3,3,3,3,1,3,3,3,1,2,2,3,3,3,1,1,1,1,3,3,3,1,3,3,3,3,3,3,3,3,1,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,2,1,1,3,1,1,3,3,3,3,3,1,1,1,1,1,1,2,1,3,1,1
"mpid41775",3,3,3,3,1,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,2,3,1,1
"mpid41776",2,1,1,1,3,3,3,2,3,3,1,1,1,3,1,3,3,1,1,1,1,1,2,2,1,1,2,2,2,1,1,3,3,3,3,3,3,1,3,1,1,2,2,2,2,2,2,3,3,2,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,2,2,3,3,1,2,2,1,1,1,2,1,1,3,3,3,3,3,1,1,1,1,1,1,2,1,3,1,1
